	cls	score	score_best
stopping	-1	0.0012349779043866515	0.0012349779043866515
upper	-1	0.0012310318656146074	0.0012310318656146074
use	-1	0.0012235854726924465	0.0012235854726924465
condition	-1	0.0012219552797402573	0.0012219552797402573
cam	-1	0.0012176438505566841	0.0012176438505566841
10bar	-1	0.0012152829730791112	0.0012152829730791112
service	-1	0.001205111900212603	0.001205111900212603
production	-1	0.0012041069017040445	0.0012041069017040445
jaw	-1	0.0012036499912949899	0.0012036499912949899
anthony	-1	0.0012035872432040143	0.0012035872432040143
long	-1	0.0012027889305117484	0.0012027889305117484
hs	-1	0.0011994358311846916	0.0011994358311846916
14	-1	0.0011989030298728608	0.0011989030298728608
tight	-1	0.001198733962531812	0.001198733962531812
slipping	-1	0.0011890937538950293	0.0011890937538950293
sub	-1	0.0011846878042643433	0.0011846878042643433
excess	-1	0.001183730792403746	0.001183730792403746
cycling	-1	0.0011818815875836086	0.0011818815875836086
fell	-1	0.0011800371439698862	0.0011800371439698862
gauge	-1	0.001178148427702156	0.001178148427702156
pipe	-1	0.0011775809620057063	0.0011775809620057063
drain	-1	0.001177435698058917	0.001177435698058917
gasket	-1	0.0011773299643701963	0.0011773299643701963
repeat	37	0.0011742478328028462	0.0011742478328028462
repeatedly	37	0.0008347364764281804	0.0011742478328028462
repeating	37	0.00034571274226371656	0.0011742478328028462
repeats	37	8.269415078260669e-05	0.0011742478328028462
repeated	37	8.226688261541075e-05	0.0011742478328028462
failed	-1	0.0011740679556252738	0.0011740679556252738
rate	-1	0.0011657283013037294	0.0011657283013037294
dk	-1	0.001165615440824971	0.001165615440824971
jet	-1	0.001165084829013583	0.001165084829013583
jose	-1	0.0011618030836020971	0.0011618030836020971
making	-1	0.001161413605408943	0.001161413605408943
glass	-1	0.001161389100357195	0.001161389100357195
assess	-1	0.001159899874881895	0.001159899874881895
circuit	-1	0.001159407844649266	0.001159407844649266
extended	-1	0.0011580607724153817	0.0011580607724153817
assembly	-1	0.0011534373047597923	0.0011534373047597923
loaded	-1	0.0011360938495671724	0.0011360938495671724
program	-1	0.001135164738881707	0.001135164738881707
chatter	-1	0.0011268148029976977	0.0011268148029976977
reconnected	-1	0.0011236125852878646	0.0011236125852878646
right	-1	0.0011224904176361339	0.0011224904176361339
roller	-1	0.0011184412351166152	0.0011184412351166152
plugged	-1	0.0011133470487784153	0.0011133470487784153
bowl	-1	0.0011127736461466905	0.0011127736461466905
heat	-1	0.001110765706338101	0.001110765706338101
getting	-1	0.001099576311090555	0.001099576311090555
gears	-1	0.00109949796530869	0.00109949796530869
hit	-1	0.0010965266919347252	0.0010965266919347252
possible	-1	0.001096134728844385	0.001096134728844385
arm	-1	0.0010933055218248792	0.0010933055218248792
gage	-1	0.0010932172602650888	0.0010932172602650888
cutoff	-1	0.001078171018375449	0.001078171018375449
rings	-1	0.0010768555465794172	0.0010768555465794172
carrier	-1	0.0010758771988140711	0.0010758771988140711
grinding	-1	0.001071595410718049	0.001071595410718049
operators	-1	0.0010714003113302013	0.0010714003113302013
having	-1	0.0010699368177933138	0.0010699368177933138
loss	-1	0.001069351431808626	0.001069351431808626
tip	-1	0.0010667775545128099	0.0010667775545128099
sync	-1	0.001060168022052771	0.001060168022052771
stay	-1	0.0010585959554761373	0.0010585959554761373
sent	-1	0.0010584041110281337	0.0010584041110281337
units	-1	0.001057848621100436	0.001057848621100436
stops	-1	0.0010543381190949415	0.0010543381190949415
vacuum	-1	0.0010494528505874809	0.0010494528505874809
stack	-1	0.001049079958124615	0.001049079958124615
aim	-1	0.0010460066254509499	0.0010460066254509499
utility	-1	0.0010446834871645613	0.0010446834871645613
truck	-1	0.0010438496841375113	0.0010438496841375113
drum	-1	0.0010414483281384565	0.0010414483281384565
supply	-1	0.001040354428430799	0.001040354428430799
rolls	-1	0.0010403065621330612	0.0010403065621330612
washer	-1	0.0010390775592561562	0.0010390775592561562
action	40	0.0010381740956771275	0.0010381740956771275
activated	40	0.0007819527247305319	0.0010381740956771275
active	40	0.0005464996961137941	0.0010381740956771275
activating	40	0.000191843939433338	0.0010381740956771275
activator	40	0.0001675541160479484	0.0010381740956771275
activation	40	0.00016177220552270147	0.0010381740956771275
activared	40	0.00016097162201779612	0.0010381740956771275
hanging	-1	0.001036449698108409	0.001036449698108409
room	-1	0.001031980390995687	0.001031980390995687
disconnect	-1	0.0010304335842041981	0.0010304335842041981
offline	-1	0.0010288117117710205	0.0010288117117710205
false	-1	0.0010197128501912049	0.0010197128501912049
replacing	-1	0.0010131184780385362	0.0010131184780385362
fittings	-1	0.0010088222920721036	0.0010088222920721036
jon	-1	0.001003112151989446	0.001003112151989446
sp6	-1	0.0010010974394995414	0.0010010974394995414
cracked	-1	0.0009981235489669156	0.0009981235489669156
torque	-1	0.0009961229633889503	0.0009961229633889503
wired	-1	0.000996058719734489	0.000996058719734489
bleeder	-1	0.000993899586332408	0.000993899586332408
frl	-1	0.0009937964593213875	0.0009937964593213875
fully	-1	0.0009934903201685827	0.0009934903201685827
leg	-1	0.0009934096407185706	0.0009934096407185706
chiller	-1	0.0009919034653239221	0.0009919034653239221
id	-1	0.0009898666744979664	0.0009898666744979664
jaws	-1	0.000989576611230861	0.000989576611230861
splash	-1	0.0009770597482627909	0.0009770597482627909
section	-1	0.0009753390944524078	0.0009753390944524078
shuttle	-1	0.0009739692883637186	0.0009739692883637186
going	-1	0.0009664569830854695	0.0009664569830854695
loud	-1	0.0009660010574190017	0.0009660010574190017
chucking	-1	0.0009641421406548688	0.0009641421406548688
zero	-1	0.0009619357138162581	0.0009619357138162581
rewired	-1	0.0009618175709207739	0.0009618175709207739
orings	-1	0.0009580450362843702	0.0009580450362843702
borrowed	-1	0.0009579745033324724	0.0009579745033324724
1st	-1	0.0009507237446519576	0.0009507237446519576
3rd	-1	0.0009487574132553764	0.0009487574132553764
sensors	-1	0.0009471103155809326	0.0009471103155809326
called	-1	0.0009464578344727493	0.0009464578344727493
inside	-1	0.0009458924397202525	0.0009458924397202525
exit	-1	0.0009457609607862397	0.0009457609607862397
caused	-1	0.0009448213872024358	0.0009448213872024358
hole	-1	0.0009421460501282868	0.0009421460501282868
hog	-1	0.0009389820360742715	0.0009389820360742715
finish	-1	0.0009385568142978506	0.0009385568142978506
updown	-1	0.0009368240045143869	0.0009368240045143869
range	-1	0.0009340843484810233	0.0009340843484810233
sections	-1	0.0009337886054968078	0.0009337886054968078
magazine	-1	0.0009328182361890155	0.0009328182361890155
knoll	-1	0.0009304207507575895	0.0009304207507575895
colant	-1	0.0009298465534865142	0.0009298465534865142
wires	-1	0.0009277782576632086	0.0009277782576632086
believed	-1	0.0009274367220874862	0.0009274367220874862
drifting	-1	0.00092478752531282	0.00092478752531282
realigned	-1	0.0009208327875255319	0.0009208327875255319
varying	-1	0.0009205574244073367	0.0009205574244073367
mag	-1	0.0009143596472720636	0.0009143596472720636
ss	-1	0.0009122976952024051	0.0009122976952024051
dressing	-1	0.0009069775585035716	0.0009069775585035716
went	-1	0.0009064271080221972	0.0009064271080221972
20	-1	0.0009030731633086051	0.0009030731633086051
manually	-1	0.000903062314540621	0.000903062314540621
proper	-1	0.0009025345700677869	0.0009025345700677869
jumping	-1	0.0009002057325123809	0.0009002057325123809
offset	-1	0.0008983174281948233	0.0008983174281948233
electric	-1	0.0008981612974988712	0.0008981612974988712
openclose	-1	0.0008968366357754992	0.0008968366357754992
reverse	-1	0.0008837282934902636	0.0008837282934902636
casting	-1	0.0008831714090212801	0.0008831714090212801
lower	-1	0.0008827185346529288	0.0008827185346529288
depth	-1	0.0008822754866596013	0.0008822754866596013
skimmer	-1	0.0008816289767856361	0.0008816289767856361
maint	-1	0.0008790661305343966	0.0008790661305343966
filtermist	-1	0.0008723279379386486	0.0008723279379386486
care	-1	0.000872020208865955	0.000872020208865955
approach	-1	0.0008715755881716346	0.0008715755881716346
add	-1	0.0008679520623482205	0.0008679520623482205
smog	-1	0.0008674260728366786	0.0008674260728366786
tray	-1	0.0008646856192229938	0.0008646856192229938
mfg	-1	0.0008588677147072519	0.0008588677147072519
mist	-1	0.0008533356690951111	0.0008533356690951111
nest	-1	0.0008498772637301414	0.0008498772637301414
workzone	-1	0.0008472805792985021	0.0008472805792985021
clip	-1	0.0008462510196669071	0.0008462510196669071
balance	-1	0.0008411609532128878	0.0008411609532128878
reviewed	-1	0.000838986372549644	0.000838986372549644
regulator	-1	0.0008365717115983958	0.0008365717115983958
review	-1	0.0008354160039562154	0.0008354160039562154
bulb	-1	0.0008333081396748732	0.0008333081396748732
guides	-1	0.0008325760878084018	0.0008325760878084018
wash	-1	0.0008312823276639588	0.0008312823276639588
disassembled	-1	0.0008304501427600307	0.0008304501427600307
pins	-1	0.00082890514673304	0.00082890514673304
random	-1	0.0008261359524485344	0.0008261359524485344
retract	-1	0.0008256603085882973	0.0008256603085882973
pad	-1	0.0008247433413123667	0.0008247433413123667
randomly	-1	0.0008226856035046231	0.0008226856035046231
retainer	-1	0.0008187841793538999	0.0008187841793538999
hold	-1	0.0008179688427431988	0.0008179688427431988
variation	38	0.0008166552402553217	0.0008166552402553217
variable	38	0.0002622241648618193	0.0008166552402553217
variations	38	0.00014728237984042457	0.0008166552402553217
variance	38	0.0001471966944978967	0.0008166552402553217
variaiton	38	0.00014716236479185005	0.0008166552402553217
opers	-1	0.0008165867477912737	0.0008165867477912737
came	-1	0.0008158591447722334	0.0008158591447722334
detached	-1	0.0008150663640316885	0.0008150663640316885
orifice	-1	0.0008132283331489432	0.0008132283331489432
opening	-1	0.0008115060852880641	0.0008115060852880641
input	-1	0.0008080734424841024	0.0008080734424841024
25	-1	0.0008064882266576139	0.0008064882266576139
remounted	-1	0.0008058724664499519	0.0008058724664499519
reduced	39	0.0008053739949158979	0.0008053739949158979
reducer	39	0.0007018183266404843	0.0008053739949158979
reduction	39	0.00025941155987293314	0.0008053739949158979
reducing	39	0.00025895960876687064	0.0008053739949158979
reduce	39	0.0002586495223088964	0.0008053739949158979
soft	-1	0.000805255081014718	0.000805255081014718
internal	-1	0.0008042836829446801	0.0008042836829446801
disconnected	-1	0.0008028441666971485	0.0008028441666971485
onoff	-1	0.000802214889135714	0.000802214889135714
receiver	-1	0.0008018434945813255	0.0008018434945813255
losing	-1	0.0007968615392036439	0.0007968615392036439
taken	-1	0.0007955903000765286	0.0007955903000765286
require	-1	0.0007946420263856385	0.0007946420263856385
weld	-1	0.0007915680095620076	0.0007915680095620076
reapired	-1	0.0007882870769231443	0.0007882870769231443
jc	-1	0.0007876279767676729	0.0007876279767676729
responding	-1	0.0007849056467485257	0.0007849056467485257
skirt	-1	0.0007796354911567988	0.0007796354911567988
clogged	-1	0.0007788514573885273	0.0007788514573885273
maintenance	-1	0.0007779271348727938	0.0007779271348727938
confirm	-1	0.0007746008452544743	0.0007746008452544743
extension	-1	0.0007730797096949916	0.0007730797096949916
sam	-1	0.0007720613189067078	0.0007720613189067078
horseshoe	-1	0.0007716460189178653	0.0007716460189178653
lifting	-1	0.0007715668248743677	0.0007715668248743677
stem	-1	0.0007707472201746153	0.0007707472201746153
1700	-1	0.0007703568508741777	0.0007703568508741777
likely	-1	0.0007695058347104671	0.0007695058347104671
away	-1	0.0007677068522622726	0.0007677068522622726
turning	-1	0.000767304788421146	0.000767304788421146
pivot	-1	0.0007649347215395265	0.0007649347215395265
ground	-1	0.0007623790854667941	0.0007623790854667941
ejector	-1	0.0007609662506080359	0.0007609662506080359
modified	-1	0.0007568580478925349	0.0007568580478925349
unjammed	-1	0.0007565011232098146	0.0007565011232098146
elect	-1	0.000755494683278149	0.000755494683278149
lt	-1	0.0007540937644842179	0.0007540937644842179
x3	-1	0.0007534765723802482	0.0007534765723802482
post	-1	0.0007508142139059258	0.0007508142139059258
30	-1	0.0007425300239974514	0.0007425300239974514
greased	-1	0.0007410942075459523	0.0007410942075459523
monitoring	-1	0.000740908294505083	0.000740908294505083
monitor	-1	0.0007370891775080234	0.0007370891775080234
z1	-1	0.0007352873654939348	0.0007352873654939348
gerry	-1	0.0007332558848195312	0.0007332558848195312
entry	-1	0.0007329822372190282	0.0007329822372190282
seconds	-1	0.0007323287961269272	0.0007323287961269272
exposed	-1	0.000731429359267033	0.000731429359267033
tubes	-1	0.0007312648543943222	0.0007312648543943222
access	-1	0.0007302109654089916	0.0007302109654089916
drop	-1	0.0007301501715907472	0.0007301501715907472
free	-1	0.0007293543726156987	0.0007293543726156987
belts	-1	0.0007290941365110035	0.0007290941365110035
1000	-1	0.0007286346767979324	0.0007286346767979324
rhe	-1	0.0007281921730025694	0.0007281921730025694
dresser	-1	0.000727677939984255	0.000727677939984255
od	-1	0.0007276714159564483	0.0007276714159564483
minor	-1	0.0007248713323988663	0.0007248713323988663
face	-1	0.0007237760027013582	0.0007237760027013582
fabricated	-1	0.0007232384506267417	0.0007232384506267417
programming	-1	0.0007229727748763263	0.0007229727748763263
learn	-1	0.0007214338932532791	0.0007214338932532791
ml	-1	0.0007212163913509609	0.0007212163913509609
rail	-1	0.0007207738008853582	0.0007207738008853582
allow	-1	0.0007207691906565417	0.0007207691906565417
fork	-1	0.0007188490023319388	0.0007188490023319388
cord	-1	0.0007184567710833445	0.0007184567710833445
45	-1	0.0007167707427435542	0.0007167707427435542
hitting	-1	0.0007163982968349863	0.0007163982968349863
noisy	-1	0.000715007707099015	0.000715007707099015
springs	-1	0.0007140403310436403	0.0007140403310436403
holders	-1	0.0007107681771793616	0.0007107681771793616
15bar	-1	0.0007090348619867028	0.0007090348619867028
stored	-1	0.0007080421856933805	0.0007080421856933805
task	-1	0.0007078359551716134	0.0007078359551716134
platform	-1	0.0007075693586654997	0.0007075693586654997
delay	-1	0.0007070455859229705	0.0007070455859229705
oring	-1	0.0007069644456301319	0.0007069644456301319
ra	-1	0.0007055229659346159	0.0007055229659346159
straightened	-1	0.0007044797893059689	0.0007044797893059689
pan	-1	0.0007041348265685032	0.0007041348265685032
turrets	-1	0.0007025437835021388	0.0007025437835021388
components	-1	0.0007011780527609339	0.0007011780527609339
flat	-1	0.0007009301550730223	0.0007009301550730223
hs4	-1	0.0006997173287543349	0.0006997173287543349
h32	-1	0.0006976596635919618	0.0006976596635919618
tumbler	-1	0.0006964438012861176	0.0006964438012861176
prevent	-1	0.0006935792604629098	0.0006935792604629098
pressed	-1	0.0006921941196660727	0.0006921941196660727
sprocket	-1	0.0006913334403809296	0.0006913334403809296
modules	-1	0.0006908322723714706	0.0006908322723714706
guidance	-1	0.0006908134000821705	0.0006908134000821705
center	-1	0.0006886317048002801	0.0006886317048002801
provided	-1	0.0006872889102419781	0.0006872889102419781
consumption	-1	0.0006862004095710753	0.0006862004095710753
metering	-1	0.0006860310272129827	0.0006860310272129827
hard	-1	0.0006847016482995294	0.0006847016482995294
grm	-1	0.0006799812596781516	0.0006799812596781516
reattached	-1	0.0006799660938592035	0.0006799660938592035
crashed	-1	0.0006776307465425834	0.0006776307465425834
h15	-1	0.0006774889653826788	0.0006774889653826788
monitored	-1	0.0006749340384086339	0.0006749340384086339
drift	-1	0.0006742992677333154	0.0006742992677333154
36100	-1	0.0006727025792840657	0.0006727025792840657
lowered	-1	0.0006726385855820843	0.0006726385855820843
assessed	-1	0.0006701063224005361	0.0006701063224005361
week	-1	0.000668948044911506	0.000668948044911506
requesting	-1	0.0006686997401251948	0.0006686997401251948
doesnt	-1	0.0006683740525328188	0.0006683740525328188
manual	-1	0.0006678548006352974	0.0006678548006352974
dogs	-1	0.0006678389851436753	0.0006678389851436753
john	-1	0.0006675136404089395	0.0006675136404089395
exhaust	-1	0.0006664625982961841	0.0006664625982961841
retrieved	-1	0.0006664048155170092	0.0006664048155170092
bolted	-1	0.0006635782848475175	0.0006635782848475175
separator	41	0.0006625489130265383	0.0006625489130265383
separated	41	0.00031332652042227396	0.0006625489130265383
separate	41	0.00028464044289459655	0.0006625489130265383
seperator	41	0.00010214523308830982	0.0006625489130265383
separators	41	0.00010193059017958715	0.0006625489130265383
separating	41	0.0001019188342175518	0.0006625489130265383
wand	-1	0.0006622993065656964	0.0006622993065656964
keeps	-1	0.0006604639135245507	0.0006604639135245507
automation	-1	0.0006593126272726675	0.0006593126272726675
blank	-1	0.0006583421672739751	0.0006583421672739751
lucifer	-1	0.0006580517289859643	0.0006580517289859643
2x	-1	0.0006547482207478031	0.0006547482207478031
serviced	-1	0.0006546107199209161	0.0006546107199209161
torn	-1	0.0006513827551450863	0.0006513827551450863
battery	-1	0.0006507018319378526	0.0006507018319378526
tooling	-1	0.0006463372970097904	0.0006463372970097904
allen	-1	0.0006459839820487837	0.0006459839820487837
runs	-1	0.0006456131263918078	0.0006456131263918078
backup	-1	0.0006447216598860546	0.0006447216598860546
salley	-1	0.0006434932152898368	0.0006434932152898368
oal	-1	0.0006419367737653715	0.0006419367737653715
single	-1	0.0006412512998042136	0.0006412512998042136
disabled	-1	0.0006407531599814117	0.0006407531599814117
life	-1	0.0006399552892350353	0.0006399552892350353
24	-1	0.0006395583530719474	0.0006395583530719474
24v	-1	0.0006390502027292217	0.0006390502027292217
escapement	-1	0.0006390171997586463	0.0006390171997586463
operating	-1	0.0006386926127284418	0.0006386926127284418
difficult	-1	0.0006380938470252106	0.0006380938470252106
release	-1	0.0006371503092303502	0.0006371503092303502
filled	-1	0.0006371077207565901	0.0006371077207565901
order	-1	0.0006368183565707153	0.0006368183565707153
waiting	-1	0.0006367851847509845	0.0006367851847509845
smoking	-1	0.0006354319359480293	0.0006354319359480293
voltage	-1	0.0006349939260719985	0.0006349939260719985
lhe	-1	0.0006338600544414301	0.0006338600544414301
mach	-1	0.0006332986120549152	0.0006332986120549152
height	-1	0.0006329263143708685	0.0006329263143708685
tornos	-1	0.0006317339521994666	0.0006317339521994666
showed	-1	0.0006316543057604625	0.0006316543057604625
robo	-1	0.0006299477062760583	0.0006299477062760583
swivel	-1	0.0006295769955694514	0.0006295769955694514
lyle	-1	0.0006269829080814124	0.0006269829080814124
wrapped	-1	0.0006264716579025371	0.0006264716579025371
drills	-1	0.0006262624660477383	0.0006262624660477383
unload	-1	0.0006257671440633827	0.0006257671440633827
drilled	-1	0.0006225845083584098	0.0006225845083584098
referrenced	42	0.0006199971218399274	0.0006199971218399274
reference	42	0.0004621254785722142	0.0006199971218399274
referenced	42	0.0004619759600034495	0.0006199971218399274
referencing	42	0.000459936063900711	0.0006199971218399274
referrence	42	0.00025616320600681274	0.0006199971218399274
pwer	-1	0.0006198466261341456	0.0006198466261341456
available	-1	0.0006181481201727568	0.0006181481201727568
rejects	-1	0.0006172296108870603	0.0006172296108870603
siezed	-1	0.000617075889154317	0.000617075889154317
blades	-1	0.0006165788768295035	0.0006165788768295035
converter	-1	0.0006156466132077955	0.0006156466132077955
sinat	-1	0.0006135972746663718	0.0006135972746663718
bag	-1	0.0006131346210926849	0.0006131346210926849
keys	-1	0.0006125758805825356	0.0006125758805825356
lubrication	-1	0.0006115918331023702	0.0006115918331023702
synchronized	-1	0.0006113056278907857	0.0006113056278907857
wrench	-1	0.0006101424525890915	0.0006101424525890915
patrick	-1	0.0006084474261476555	0.0006084474261476555
arbor	-1	0.0006072766317461725	0.0006072766317461725
steel	-1	0.0006044254999737665	0.0006044254999737665
pcm	-1	0.000603794779474032	0.000603794779474032
dylan	-1	0.0006028015761712111	0.0006028015761712111
related	-1	0.0006021861018843682	0.0006021861018843682
balancing	-1	0.0006004523235728121	0.0006004523235728121
picking	-1	0.0005983833170453147	0.0005983833170453147
sat	-1	0.0005966398984461311	0.0005966398984461311
protection	-1	0.0005955182338584231	0.0005955182338584231
bars	-1	0.0005937898883377213	0.0005937898883377213
lid	-1	0.000593095281659333	0.000593095281659333
h11	-1	0.0005911982945890616	0.0005911982945890616
soon	-1	0.0005908426207886387	0.0005908426207886387
mechanical	-1	0.0005904890687392335	0.0005904890687392335
720	-1	0.0005895610592678972	0.0005895610592678972
latches	-1	0.0005891545788005072	0.0005891545788005072
backed	-1	0.0005875131614086898	0.0005875131614086898
standard	-1	0.0005870042397793521	0.0005870042397793521
increase	-1	0.0005844412379140847	0.0005844412379140847
frequency	-1	0.0005841592887099954	0.0005841592887099954
50	-1	0.0005840637145549021	0.0005840637145549021
presetter	-1	0.0005836231919738684	0.0005836231919738684
prior	-1	0.0005812102888145592	0.0005812102888145592
magnet	-1	0.0005806079489544479	0.0005806079489544479
67	-1	0.0005787957996705613	0.0005787957996705613
functional	-1	0.0005768188833780934	0.0005768188833780934
pcs100	-1	0.0005660222674203662	0.0005660222674203662
poor	-1	0.000564541173694806	0.000564541173694806
mechanism	-1	0.000564156518688309	0.000564156518688309
resolve	-1	0.0005624332331308289	0.0005624332331308289
ms32	-1	0.0005620727649291741	0.0005620727649291741
impellor	-1	0.0005615051141339651	0.0005615051141339651
reservoir	-1	0.0005602626973529926	0.0005602626973529926
arrival	-1	0.0005573190326335057	0.0005573190326335057
different	-1	0.0005568336080377748	0.0005568336080377748
spec	-1	0.0005562878861374244	0.0005562878861374244
trip	-1	0.000553114800142557	0.000553114800142557
instructed	-1	0.000552685966897341	0.000552685966897341
spinner	-1	0.0005516672944146737	0.0005516672944146737
broke	-1	0.000550493001837727	0.000550493001837727
reboot	-1	0.000550154733305007	0.000550154733305007
624	-1	0.0005493722874835617	0.0005493722874835617
rebooted	-1	0.0005492679056511755	0.0005492679056511755
sludge	-1	0.0005485836467574161	0.0005485836467574161
slug	-1	0.000547966241891114	0.000547966241891114
debris	-1	0.0005478341167672676	0.0005478341167672676
location	-1	0.0005430585751970462	0.0005430585751970462
apart	-1	0.0005408896833016433	0.0005408896833016433
onsite	-1	0.0005404501365940402	0.0005404501365940402
non	-1	0.0005392570611922354	0.0005392570611922354
thermal	-1	0.0005379329187782052	0.0005379329187782052
emergency	-1	0.0005370435028722208	0.0005370435028722208
trunk	-1	0.0005368796188043731	0.0005368796188043731
movement	-1	0.0005367042402572588	0.0005367042402572588
reversed	-1	0.0005359164977445196	0.0005359164977445196
bob	-1	0.0005351049227849896	0.0005351049227849896
potentiometer	-1	0.000532172969631596	0.000532172969631596
extend	-1	0.0005319250306259048	0.0005319250306259048
spool	-1	0.0005305596466497367	0.0005305596466497367
site	-1	0.0005303766037744319	0.0005303766037744319
moves	-1	0.0005272172508708509	0.0005272172508708509
cb	-1	0.0005268523298387662	0.0005268523298387662
sa	-1	0.0005258669587287319	0.0005258669587287319
placed	-1	0.0005248927694000052	0.0005248927694000052
opened	-1	0.0005238937157516501	0.0005238937157516501
engage	-1	0.0005234152031198953	0.0005234152031198953
reached	-1	0.0005230358608983635	0.0005230358608983635
manifold	-1	0.000522379808880937	0.000522379808880937
hoses	-1	0.0005215265703768544	0.0005215265703768544
ac	-1	0.0005192602883037832	0.0005192602883037832
bound	-1	0.000518090290183384	0.000518090290183384
doug	-1	0.0005177301232998633	0.0005177301232998633
attached	-1	0.0005166383415079445	0.0005166383415079445
chuck	-1	0.000516387699622465	0.000516387699622465
jumped	-1	0.0005156716467253185	0.0005156716467253185
paddle	-1	0.0005153755389281444	0.0005153755389281444
914	-1	0.0005152704068059906	0.0005152704068059906
costa	-1	0.0005150389918017673	0.0005150389918017673
entire	-1	0.0005139655440662441	0.0005139655440662441
gallons	-1	0.0005139372409784394	0.0005139372409784394
plunger	-1	0.0005136537223587765	0.0005136537223587765
gates	-1	0.000513256621385855	0.000513256621385855
gearbox	-1	0.0005116583546695906	0.0005116583546695906
engaging	-1	0.0005113289690595976	0.0005113289690595976
nuts	-1	0.0005109815755141003	0.0005109815755141003
stripper	-1	0.0005103093575064097	0.0005103093575064097
td	-1	0.00050939960186227	0.00050939960186227
swarf	-1	0.0005091937823724368	0.0005091937823724368
paddles	-1	0.000509023961083538	0.000509023961083538
fast	-1	0.0005089447709696368	0.0005089447709696368
double	-1	0.0005088803816145964	0.0005088803816145964
damage	-1	0.0005078730019190524	0.0005078730019190524
35	-1	0.0005073111250026961	0.0005073111250026961
fixture	-1	0.0005070935010715213	0.0005070935010715213
terminal	-1	0.0005069696180285372	0.0005069696180285372
old	-1	0.0005056697566611272	0.0005056697566611272
days	-1	0.0005043801874178243	0.0005043801874178243
overflow	-1	0.0005035158046470038	0.0005035158046470038
paint	-1	0.0005033001224738163	0.0005033001224738163
trays	-1	0.0005023198404633473	0.0005023198404633473
finishing	-1	0.0005018891544095323	0.0005018891544095323
outlet	-1	0.000499014030111072	0.000499014030111072
delivered	-1	0.0004989987608398805	0.0004989987608398805
nc	-1	0.0004981448843116861	0.0004981448843116861
fines	-1	0.0004980691770175496	0.0004980691770175496
demag	-1	0.0004974705786037725	0.0004974705786037725
diagnosed	-1	0.000496314797952653	0.000496314797952653
union	-1	0.0004959091554545167	0.0004959091554545167
fine	-1	0.0004955315984715544	0.0004955315984715544
dia	-1	0.0004943430219193906	0.0004943430219193906
overfilled	-1	0.0004936441043989227	0.0004936441043989227
cyclinder	-1	0.0004923804599458362	0.0004923804599458362
cycles	-1	0.0004914314387725453	0.0004914314387725453
45bar	-1	0.0004909622541980753	0.0004909622541980753
earlier	-1	0.0004908876858034069	0.0004908876858034069
function	-1	0.000489731270682916	0.000489731270682916
crash	-1	0.0004896065877260182	0.0004896065877260182
extract	-1	0.0004881645524194023	0.0004881645524194023
dust	-1	0.00048759963326168345	0.00048759963326168345
ducting	-1	0.00048721207234615803	0.00048721207234615803
pete	-1	0.00048691615977341254	0.00048691615977341254
mounted	-1	0.00048675871747660726	0.00048675871747660726
pedestal	-1	0.000486195909911329	0.000486195909911329
pcs	-1	0.0004849922900753717	0.0004849922900753717
fails	-1	0.00048479154984017473	0.00048479154984017473
drives	-1	0.00048452211931810496	0.00048452211931810496
32	-1	0.0004836767792322626	0.0004836767792322626
current	-1	0.00048340667583752963	0.00048340667583752963
parameters	-1	0.0004831578689784556	0.0004831578689784556
failures	-1	0.0004826049165575381	0.0004826049165575381
parameter	-1	0.00048129697970187294	0.00048129697970187294
paper	-1	0.0004806518829502547	0.0004806518829502547
synchronize	-1	0.0004804832241025185	0.0004804832241025185
draw	-1	0.0004802335671730648	0.0004802335671730648
draining	-1	0.00047965124616411556	0.00047965124616411556
46	-1	0.0004786887209134562	0.0004786887209134562
far	-1	0.00047840941703461827	0.00047840941703461827
funnel	-1	0.00047725887851233714	0.00047725887851233714
3x	-1	0.00047703773037113996	0.00047703773037113996
applied	-1	0.00047666874610682	0.00047666874610682
sp2	-1	0.00047639137136663596	0.00047639137136663596
releasing	-1	0.0004762994675475436	0.0004762994675475436
induplate	-1	0.00047566918411224044	0.00047566918411224044
accordingly	-1	0.0004744583151073402	0.0004744583151073402
inlet	-1	0.00047416451621921566	0.00047416451621921566
remnant	-1	0.0004737784733562818	0.0004737784733562818
bypassed	-1	0.0004736142281454989	0.0004736142281454989
instead	-1	0.00047299401807976725	0.00047299401807976725
master	-1	0.00047262934842958316	0.00047262934842958316
smell	-1	0.00047259930340436465	0.00047259930340436465
ir	-1	0.00047219173003902056	0.00047219173003902056
smaller	-1	0.0004716267373887528	0.0004716267373887528
small	-1	0.00047113735958665196	0.00047113735958665196
iso	-1	0.0004703901371384097	0.0004703901371384097
released	-1	0.00046973839026871495	0.00046973839026871495
reprogrammed	-1	0.00046929755053511633	0.00046929755053511633
sound	-1	0.00046901308518838	0.00046901308518838
sp1	-1	0.00046892691974651825	0.00046892691974651825
chattering	-1	0.00046867472479697806	0.00046867472479697806
hs2	-1	0.00046758777044803945	0.00046758777044803945
hs3	-1	0.0004671550909918723	0.0004671550909918723
ab	-1	0.00046662723291168587	0.00046662723291168587
microphone	-1	0.0004663794357858205	0.0004663794357858205
receiving	-1	0.00046637324427981856	0.00046637324427981856
able	-1	0.0004656695655297761	0.0004656695655297761
red	-1	0.0004651144899550922	0.0004651144899550922
cause	-1	0.0004618557015740042	0.0004618557015740042
caught	-1	0.00046173303612462383	0.00046173303612462383
